
---------- Begin Simulation Statistics ----------
simSeconds                                   0.165379                       # Number of seconds simulated (Second)
simTicks                                 165379177658                       # Number of ticks simulated (Tick)
finalTick                                165379177658                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1993.92                       # Real time elapsed on the host (Second)
hostTickRate                                 82941848                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                  268786324                       # Number of bytes of host memory used (Byte)
simInsts                                     67408805                       # Number of instructions simulated (Count)
simOps                                      116912226                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    33807                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      58634                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        314409084                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               4.664214                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.214398                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       263745016                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      165                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      206053126                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  96895                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            146832947                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         293476615                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 104                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           314349845                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.655490                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.150517                       # Number of insts issued each cycle (Count)
system.ruby.network.routers2.port_buffers0.m_msg_count      4248205                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers0.m_buf_msgs     0.810618                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers0.m_stall_time  20300242000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers0.m_avg_stall_time  4778.545762                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers0.m_occupancy     0.202654                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.port_buffers10.m_not_avail_count       198297                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers2.port_buffers10.m_msg_count      2203871                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers10.m_buf_msgs     0.084692                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers10.m_stall_time   1240927500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers10.m_avg_stall_time   563.067212                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers10.m_occupancy     0.021173                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.port_buffers11.m_not_avail_count       144282                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers2.port_buffers11.m_msg_count      4194474                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers11.m_buf_msgs     0.221154                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers11.m_stall_time   4020611000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers11.m_avg_stall_time   958.549511                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers11.m_occupancy     0.055289                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.port_buffers16.m_not_avail_count      5956676                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers2.port_buffers16.m_msg_count      4760669                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers16.m_buf_msgs     0.541140                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers16.m_stall_time  12589364500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers16.m_avg_stall_time  2644.452807                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers16.m_occupancy     0.135285                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.port_buffers18.m_not_avail_count       106060                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers2.port_buffers18.m_msg_count      2097950                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers18.m_buf_msgs     0.093286                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers18.m_stall_time   1531609500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers18.m_avg_stall_time   730.050526                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers18.m_occupancy     0.023321                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.port_buffers19.m_not_avail_count      7410035                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers2.port_buffers19.m_msg_count      4195896                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers19.m_buf_msgs     0.573776                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers19.m_stall_time  13774577000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers19.m_avg_stall_time  3282.869022                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers19.m_occupancy     0.143444                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.port_buffers2.m_not_avail_count     13884555                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers2.port_buffers2.m_msg_count      5325664                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers2.m_buf_msgs     0.741236                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers2.m_stall_time  17842173500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers2.m_avg_stall_time  3350.225155                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers2.m_occupancy     0.185309                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.port_buffers3.m_not_avail_count      2239261                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers2.port_buffers3.m_msg_count      5393322                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers3.m_buf_msgs     0.241550                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers3.m_stall_time   3985412000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers3.m_avg_stall_time   738.953098                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers3.m_occupancy     0.060388                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.port_buffers5.m_msg_count          522                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers5.m_buf_msgs     0.000009                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers5.m_stall_time          500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers5.m_avg_stall_time     0.957854                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers5.m_occupancy     0.000002                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.port_buffers6.m_msg_count            2                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers6.m_buf_msgs     0.000000                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers6.m_occupancy     0.000000                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.port_buffers7.m_msg_count          806                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers7.m_buf_msgs     0.000022                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers7.m_stall_time       210500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers7.m_avg_stall_time   261.166253                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers7.m_occupancy     0.000006                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.power_state.pwrStateResidencyTicks::UNDEFINED  27663282592                       # Cumulative time (in ticks) in various power states (Tick)
system.ruby.network.routers2.throttle00.acc_link_utilization 18270239.500000                       # Accumulated link utilization system.ruby.network.ext_links2 (Count)
system.ruby.network.routers2.throttle00.link_utilization    33.022548                       # Average link utilization (Ratio)
system.ruby.network.routers2.throttle00.total_msg_count     14967191                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers2.throttle00.total_msg_bytes    292323832                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle00.total_data_msg_bytes    172586304                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle00.total_msg_wait_time  42127827500                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers2.throttle00.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers2.throttle00.total_bw_sat_cy     15360860                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers2.throttle00.avg_msg_wait_time  2814.678285                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers2.throttle00.avg_bandwidth         9.84                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle00.avg_useful_bandwidth         5.81                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle00.msg_count.Control::0      4248205                       (Unspecified)
system.ruby.network.routers2.throttle00.msg_count.Control::2      5325664                       (Unspecified)
system.ruby.network.routers2.throttle00.msg_bytes.Control::0     33985640                       (Unspecified)
system.ruby.network.routers2.throttle00.msg_bytes.Control::2     42605312                       (Unspecified)
system.ruby.network.routers2.throttle00.msg_count.Data::3      5393322                       (Unspecified)
system.ruby.network.routers2.throttle00.msg_bytes.Data::3    215732880                       (Unspecified)
system.ruby.network.routers2.throttle01.acc_link_utilization         2277                       # Accumulated link utilization system.ruby.network.int_links10 (Count)
system.ruby.network.routers2.throttle01.link_utilization     0.004116                       # Average link utilization (Ratio)
system.ruby.network.routers2.throttle01.total_msg_count         1330                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers2.throttle01.total_msg_bytes        36432                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle01.total_data_msg_bytes        25792                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle01.total_msg_wait_time       211000                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers2.throttle01.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers2.throttle01.total_bw_sat_cy         1613                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers2.throttle01.avg_msg_wait_time   158.646617                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers2.throttle01.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle01.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle01.msg_count.Control::1          522                       (Unspecified)
system.ruby.network.routers2.throttle01.msg_count.Control::2            2                       (Unspecified)
system.ruby.network.routers2.throttle01.msg_bytes.Control::1         4176                       (Unspecified)
system.ruby.network.routers2.throttle01.msg_bytes.Control::2           16                       (Unspecified)
system.ruby.network.routers2.throttle01.msg_count.Data::3          806                       (Unspecified)
system.ruby.network.routers2.throttle01.msg_bytes.Data::3        32240                       (Unspecified)
system.ruby.network.routers2.throttle02.acc_link_utilization 11588120.500000                       # Accumulated link utilization system.ruby.network.int_links11 (Count)
system.ruby.network.routers2.throttle02.link_utilization    20.944951                       # Average link utilization (Ratio)
system.ruby.network.routers2.throttle02.total_msg_count      6398345                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers2.throttle02.total_msg_bytes    185409928                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle02.total_data_msg_bytes    134223168                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle02.total_msg_wait_time   5261538500                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers2.throttle02.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers2.throttle02.total_bw_sat_cy      9472271                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers2.throttle02.avg_msg_wait_time   822.328040                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers2.throttle02.avg_bandwidth         6.24                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle02.avg_useful_bandwidth         4.52                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle02.msg_count.Control::2      2203871                       (Unspecified)
system.ruby.network.routers2.throttle02.msg_bytes.Control::2     17630968                       (Unspecified)
system.ruby.network.routers2.throttle02.msg_count.Data::3      4194474                       (Unspecified)
system.ruby.network.routers2.throttle02.msg_bytes.Data::3    167778960                       (Unspecified)
system.ruby.network.routers2.throttle03.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links12 (Count)
system.ruby.network.routers2.throttle03.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers2.throttle03.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers2.throttle03.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle03.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle03.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers2.throttle03.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers2.throttle03.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers2.throttle03.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers2.throttle03.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle03.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle04.acc_link_utilization 13919049.500000                       # Accumulated link utilization system.ruby.network.int_links13 (Count)
system.ruby.network.routers2.throttle04.link_utilization    25.157989                       # Average link utilization (Ratio)
system.ruby.network.routers2.throttle04.total_msg_count     11054515                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers2.throttle04.total_msg_bytes    222704792                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle04.total_data_msg_bytes    134268672                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle04.total_msg_wait_time  27895551000                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers2.throttle04.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers2.throttle04.total_bw_sat_cy     10574528                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers2.throttle04.avg_msg_wait_time  2523.453177                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers2.throttle04.avg_bandwidth         7.50                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle04.avg_useful_bandwidth         4.52                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle04.msg_count.Control::0      4760669                       (Unspecified)
system.ruby.network.routers2.throttle04.msg_count.Control::2      2097950                       (Unspecified)
system.ruby.network.routers2.throttle04.msg_bytes.Control::0     38085352                       (Unspecified)
system.ruby.network.routers2.throttle04.msg_bytes.Control::2     16783600                       (Unspecified)
system.ruby.network.routers2.throttle04.msg_count.Data::3      4195896                       (Unspecified)
system.ruby.network.routers2.throttle04.msg_bytes.Data::3    167835840                       (Unspecified)
system.ruby.network.routers2.throttle05.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links14 (Count)
system.ruby.network.routers2.throttle05.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers2.throttle05.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers2.throttle05.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle05.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle05.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers2.throttle05.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers2.throttle05.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers2.throttle05.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers2.throttle05.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle05.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.percent_links_utilized            0                       # Percent utilization of all links (out of 100) (Ratio)
system.ruby.network.routers3.power_state.pwrStateResidencyTicks::UNDEFINED  27663282592                       # Cumulative time (in ticks) in various power states (Tick)
system.ruby.network.routers3.throttle00.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.ext_links3 (Count)
system.ruby.network.routers3.throttle00.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers3.throttle00.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers3.throttle00.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle00.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle00.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers3.throttle00.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers3.throttle00.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers3.throttle00.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers3.throttle00.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle00.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle01.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links15 (Count)
system.ruby.network.routers3.throttle01.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers3.throttle01.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers3.throttle01.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle01.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle01.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers3.throttle01.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers3.throttle01.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers3.throttle01.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers3.throttle01.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle01.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle02.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links16 (Count)
system.ruby.network.routers3.throttle02.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers3.throttle02.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers3.throttle02.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle02.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle02.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers3.throttle02.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers3.throttle02.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers3.throttle02.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers3.throttle02.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle02.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle03.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links17 (Count)
system.ruby.network.routers3.throttle03.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers3.throttle03.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers3.throttle03.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle03.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle03.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers3.throttle03.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers3.throttle03.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers3.throttle03.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers3.throttle03.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle03.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle04.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links18 (Count)
system.ruby.network.routers3.throttle04.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers3.throttle04.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers3.throttle04.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle04.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle04.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers3.throttle04.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers3.throttle04.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers3.throttle04.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers3.throttle04.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle04.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle05.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links19 (Count)
system.ruby.network.routers3.throttle05.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers3.throttle05.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers3.throttle05.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle05.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle05.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers3.throttle05.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers3.throttle05.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers3.throttle05.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers3.throttle05.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle05.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers4.percent_links_utilized     5.808241                       # Percent utilization of all links (out of 100) (Ratio)
system.ruby.network.routers4.msg_count.Control::0      6259384                       # Total messages through switch (Count)
system.ruby.network.routers4.msg_count.Control::2      5325692                       # Total messages through switch (Count)
system.ruby.network.routers4.msg_bytes.Control::0     50075072                       # Total bytes through switch (Byte)
system.ruby.network.routers4.msg_bytes.Control::2     42605536                       # Total bytes through switch (Byte)
system.ruby.network.routers4.msg_count.Data::3      5395384                       # Total messages through switch (Count)
system.ruby.network.routers4.msg_bytes.Data::3    215815360                       # Total bytes through switch (Byte)
system.ruby.network.routers4.port_buffers0.m_not_avail_count          475                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers4.port_buffers0.m_msg_count      4760669                       # Number of messages passed the buffer (Count)
system.ruby.network.routers4.port_buffers0.m_buf_msgs     0.088900                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers4.port_buffers0.m_stall_time     78925000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers4.port_buffers0.m_avg_stall_time    16.578552                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers4.port_buffers0.m_occupancy     0.022225                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers4.port_buffers14.m_not_avail_count       664889                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers4.port_buffers14.m_msg_count      3227486                       # Number of messages passed the buffer (Count)
system.ruby.network.routers4.port_buffers14.m_buf_msgs     0.154064                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers4.port_buffers14.m_stall_time   2648183500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers4.port_buffers14.m_avg_stall_time   820.509678                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers4.port_buffers14.m_occupancy     0.038516                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers4.port_buffers15.m_not_avail_count      1858468                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers4.port_buffers15.m_msg_count      1198976                       # Number of messages passed the buffer (Count)
system.ruby.network.routers4.port_buffers15.m_buf_msgs     0.151845                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers4.port_buffers15.m_stall_time   3601030500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers4.port_buffers15.m_avg_stall_time  3003.421670                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers4.port_buffers15.m_occupancy     0.037961                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers4.port_buffers2.m_not_avail_count           73                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers4.port_buffers2.m_msg_count      2098206                       # Number of messages passed the buffer (Count)
system.ruby.network.routers4.port_buffers2.m_buf_msgs     0.038073                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers4.port_buffers2.m_stall_time      4127500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers4.port_buffers2.m_avg_stall_time     1.967157                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers4.port_buffers2.m_occupancy     0.009518                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers4.port_buffers20.m_not_avail_count          125                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers4.port_buffers20.m_msg_count      1498715                       # Number of messages passed the buffer (Count)
