
---------- Begin Simulation Statistics ----------
simSeconds                                   0.165385                       # Number of seconds simulated (Second)
simTicks                                 165385389718                       # Number of ticks simulated (Tick)
finalTick                                165385389718                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   2006.28                       # Real time elapsed on the host (Second)
hostTickRate                                 82433671                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                  268786172                       # Number of bytes of host memory used (Byte)
simInsts                                     67408805                       # Number of instructions simulated (Count)
simOps                                      116912226                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    33599                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      58273                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        314420894                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               4.664389                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.214390                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       263930481                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      165                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      206363021                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  96726                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            147018412                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         293255933                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 104                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           314361204                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.656452                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.151626                       # Number of insts issued each cycle (Count)
system.ruby.network.routers1.throttle04.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers1.throttle04.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers1.throttle04.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers1.throttle04.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers1.throttle04.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers1.throttle04.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers1.throttle05.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links09 (Count)
system.ruby.network.routers1.throttle05.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers1.throttle05.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers1.throttle05.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers1.throttle05.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers1.throttle05.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers1.throttle05.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers1.throttle05.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers1.throttle05.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers1.throttle05.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers1.throttle05.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.percent_links_utilized    13.419940                       # Percent utilization of all links (out of 100) (Ratio)
system.ruby.network.routers2.msg_count.Control::0      9007632                       # Total messages through switch (Count)
system.ruby.network.routers2.msg_count.Control::1          520                       # Total messages through switch (Count)
system.ruby.network.routers2.msg_count.Control::2      9624995                       # Total messages through switch (Count)
system.ruby.network.routers2.msg_bytes.Control::0     72061056                       # Total bytes through switch (Byte)
system.ruby.network.routers2.msg_bytes.Control::1         4160                       # Total bytes through switch (Byte)
system.ruby.network.routers2.msg_bytes.Control::2     76999960                       # Total bytes through switch (Byte)
system.ruby.network.routers2.msg_count.Data::3     13784664                       # Total messages through switch (Count)
system.ruby.network.routers2.msg_bytes.Data::3    551386560                       # Total bytes through switch (Byte)
system.ruby.network.routers2.port_buffers0.m_not_avail_count     10040433                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers2.port_buffers0.m_msg_count      4245714                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers0.m_buf_msgs     0.816079                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers0.m_stall_time  20062088000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers0.m_avg_stall_time  4725.256576                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers0.m_occupancy     0.204020                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.port_buffers10.m_not_avail_count       171752                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers2.port_buffers10.m_msg_count      2198891                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers10.m_buf_msgs     0.088478                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers10.m_stall_time   1305815000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers10.m_avg_stall_time   593.851628                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers10.m_occupancy     0.022120                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.port_buffers11.m_not_avail_count       151801                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers2.port_buffers11.m_msg_count      4194474                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers11.m_buf_msgs     0.227835                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers11.m_stall_time   4096425500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers11.m_avg_stall_time   976.624363                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers11.m_occupancy     0.056959                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.port_buffers16.m_not_avail_count      5872153                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers2.port_buffers16.m_msg_count      4761918                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers16.m_buf_msgs     0.535884                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers16.m_stall_time  12186940000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers16.m_avg_stall_time  2559.250285                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers16.m_occupancy     0.133971                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.port_buffers18.m_not_avail_count       110270                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers2.port_buffers18.m_msg_count      2097953                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers18.m_buf_msgs     0.098723                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers18.m_stall_time   1634788500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers18.m_avg_stall_time   779.230278                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers18.m_occupancy     0.024681                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.port_buffers19.m_not_avail_count      7472318                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers2.port_buffers19.m_msg_count      4195902                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers19.m_buf_msgs     0.586292                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers19.m_stall_time  13840281500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers19.m_avg_stall_time  3298.523536                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers19.m_occupancy     0.146573                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.port_buffers2.m_not_avail_count     13612171                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers2.port_buffers2.m_msg_count      5328151                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers2.m_buf_msgs     0.743826                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers2.m_stall_time  17556707500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers2.m_avg_stall_time  3295.084449                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers2.m_occupancy     0.185957                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.port_buffers3.m_not_avail_count      1794146                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers2.port_buffers3.m_msg_count      5393482                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers3.m_buf_msgs     0.233440                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers3.m_stall_time   3649286000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers3.m_avg_stall_time   676.610398                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers3.m_occupancy     0.058360                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.port_buffers5.m_msg_count          520                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers5.m_buf_msgs     0.000010                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers5.m_occupancy     0.000002                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.port_buffers7.m_msg_count          806                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers7.m_buf_msgs     0.000022                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers7.m_stall_time       203500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers7.m_avg_stall_time   252.481390                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers7.m_occupancy     0.000006                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.power_state.pwrStateResidencyTicks::UNDEFINED  27184819842                       # Cumulative time (in ticks) in various power states (Tick)
system.ruby.network.routers2.throttle00.acc_link_utilization 18270637.500000                       # Accumulated link utilization system.ruby.network.ext_links2 (Count)
system.ruby.network.routers2.throttle00.link_utilization    33.604489                       # Average link utilization (Ratio)
system.ruby.network.routers2.throttle00.total_msg_count     14967347                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers2.throttle00.total_msg_bytes    292330200                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle00.total_data_msg_bytes    172591424                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle00.total_msg_wait_time  41268081500                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers2.throttle00.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers2.throttle00.total_bw_sat_cy     15343787                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers2.throttle00.avg_msg_wait_time  2757.207506                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers2.throttle00.avg_bandwidth        10.01                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle00.avg_useful_bandwidth         5.91                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle00.msg_count.Control::0      4245714                       (Unspecified)
system.ruby.network.routers2.throttle00.msg_count.Control::2      5328151                       (Unspecified)
system.ruby.network.routers2.throttle00.msg_bytes.Control::0     33965712                       (Unspecified)
system.ruby.network.routers2.throttle00.msg_bytes.Control::2     42625208                       (Unspecified)
system.ruby.network.routers2.throttle00.msg_count.Data::3      5393482                       (Unspecified)
system.ruby.network.routers2.throttle00.msg_bytes.Data::3    215739280                       (Unspecified)
system.ruby.network.routers2.throttle01.acc_link_utilization         2275                       # Accumulated link utilization system.ruby.network.int_links10 (Count)
system.ruby.network.routers2.throttle01.link_utilization     0.004184                       # Average link utilization (Ratio)
system.ruby.network.routers2.throttle01.total_msg_count         1326                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers2.throttle01.total_msg_bytes        36400                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle01.total_data_msg_bytes        25792                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle01.total_msg_wait_time       203500                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers2.throttle01.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers2.throttle01.total_bw_sat_cy         1612                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers2.throttle01.avg_msg_wait_time   153.469080                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers2.throttle01.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle01.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle01.msg_count.Control::1          520                       (Unspecified)
system.ruby.network.routers2.throttle01.msg_bytes.Control::1         4160                       (Unspecified)
system.ruby.network.routers2.throttle01.msg_count.Data::3          806                       (Unspecified)
system.ruby.network.routers2.throttle01.msg_bytes.Data::3        32240                       (Unspecified)
system.ruby.network.routers2.throttle02.acc_link_utilization 11585630.500000                       # Accumulated link utilization system.ruby.network.int_links11 (Count)
system.ruby.network.routers2.throttle02.link_utilization    21.309010                       # Average link utilization (Ratio)
system.ruby.network.routers2.throttle02.total_msg_count      6393365                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers2.throttle02.total_msg_bytes    185370088                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle02.total_data_msg_bytes    134223168                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle02.total_msg_wait_time   5402240500                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers2.throttle02.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers2.throttle02.total_bw_sat_cy      9508585                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers2.throttle02.avg_msg_wait_time   844.976081                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers2.throttle02.avg_bandwidth         6.35                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle02.avg_useful_bandwidth         4.60                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle02.msg_count.Control::2      2198891                       (Unspecified)
system.ruby.network.routers2.throttle02.msg_bytes.Control::2     17591128                       (Unspecified)
system.ruby.network.routers2.throttle02.msg_count.Data::3      4194474                       (Unspecified)
system.ruby.network.routers2.throttle02.msg_bytes.Data::3    167778960                       (Unspecified)
system.ruby.network.routers2.throttle03.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links12 (Count)
system.ruby.network.routers2.throttle03.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers2.throttle03.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers2.throttle03.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle03.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle03.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers2.throttle03.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers2.throttle03.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers2.throttle03.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers2.throttle03.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle03.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle04.acc_link_utilization 13919690.500000                       # Accumulated link utilization system.ruby.network.int_links13 (Count)
system.ruby.network.routers2.throttle04.link_utilization    25.601958                       # Average link utilization (Ratio)
system.ruby.network.routers2.throttle04.total_msg_count     11055773                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers2.throttle04.total_msg_bytes    222715048                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle04.total_data_msg_bytes    134268864                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle04.total_msg_wait_time  27662010000                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers2.throttle04.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers2.throttle04.total_bw_sat_cy     10577619                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers2.throttle04.avg_msg_wait_time  2502.042146                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers2.throttle04.avg_bandwidth         7.63                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle04.avg_useful_bandwidth         4.60                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle04.msg_count.Control::0      4761918                       (Unspecified)
system.ruby.network.routers2.throttle04.msg_count.Control::2      2097953                       (Unspecified)
system.ruby.network.routers2.throttle04.msg_bytes.Control::0     38095344                       (Unspecified)
system.ruby.network.routers2.throttle04.msg_bytes.Control::2     16783624                       (Unspecified)
system.ruby.network.routers2.throttle04.msg_count.Data::3      4195902                       (Unspecified)
system.ruby.network.routers2.throttle04.msg_bytes.Data::3    167836080                       (Unspecified)
system.ruby.network.routers2.throttle05.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links14 (Count)
system.ruby.network.routers2.throttle05.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers2.throttle05.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers2.throttle05.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle05.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle05.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers2.throttle05.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers2.throttle05.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers2.throttle05.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers2.throttle05.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle05.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.percent_links_utilized            0                       # Percent utilization of all links (out of 100) (Ratio)
system.ruby.network.routers3.power_state.pwrStateResidencyTicks::UNDEFINED  27184819842                       # Cumulative time (in ticks) in various power states (Tick)
system.ruby.network.routers3.throttle00.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.ext_links3 (Count)
system.ruby.network.routers3.throttle00.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers3.throttle00.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers3.throttle00.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle00.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle00.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers3.throttle00.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers3.throttle00.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers3.throttle00.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers3.throttle00.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle00.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle01.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links15 (Count)
system.ruby.network.routers3.throttle01.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers3.throttle01.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers3.throttle01.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle01.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle01.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers3.throttle01.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers3.throttle01.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers3.throttle01.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers3.throttle01.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle01.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle02.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links16 (Count)
system.ruby.network.routers3.throttle02.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers3.throttle02.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers3.throttle02.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle02.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle02.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers3.throttle02.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers3.throttle02.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers3.throttle02.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers3.throttle02.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle02.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle03.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links17 (Count)
system.ruby.network.routers3.throttle03.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers3.throttle03.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers3.throttle03.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle03.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle03.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers3.throttle03.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers3.throttle03.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers3.throttle03.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers3.throttle03.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle03.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle04.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links18 (Count)
system.ruby.network.routers3.throttle04.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers3.throttle04.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers3.throttle04.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle04.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle04.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers3.throttle04.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers3.throttle04.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers3.throttle04.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers3.throttle04.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle04.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle05.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links19 (Count)
system.ruby.network.routers3.throttle05.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers3.throttle05.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers3.throttle05.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle05.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle05.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers3.throttle05.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers3.throttle05.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers3.throttle05.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers3.throttle05.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle05.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers4.percent_links_utilized     5.911136                       # Percent utilization of all links (out of 100) (Ratio)
system.ruby.network.routers4.msg_count.Control::0      6260544                       # Total messages through switch (Count)
system.ruby.network.routers4.msg_count.Control::2      5328174                       # Total messages through switch (Count)
system.ruby.network.routers4.msg_bytes.Control::0     50084352                       # Total bytes through switch (Byte)
system.ruby.network.routers4.msg_bytes.Control::2     42625392                       # Total bytes through switch (Byte)
system.ruby.network.routers4.msg_count.Data::3      5395528                       # Total messages through switch (Count)
system.ruby.network.routers4.msg_bytes.Data::3    215821120                       # Total bytes through switch (Byte)
system.ruby.network.routers4.port_buffers0.m_not_avail_count          398                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers4.port_buffers0.m_msg_count      4761915                       # Number of messages passed the buffer (Count)
system.ruby.network.routers4.port_buffers0.m_buf_msgs     0.090451                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers4.port_buffers0.m_stall_time     77927500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers4.port_buffers0.m_avg_stall_time    16.364740                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers4.port_buffers0.m_occupancy     0.022613                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers4.port_buffers14.m_not_avail_count       649322                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers4.port_buffers14.m_msg_count      3229975                       # Number of messages passed the buffer (Count)
