
---------- Begin Simulation Statistics ----------
simSeconds                                   0.169109                       # Number of seconds simulated (Second)
simTicks                                 169108824842                       # Number of ticks simulated (Tick)
finalTick                                169108824842                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   2031.23                       # Real time elapsed on the host (Second)
hostTickRate                                 83254465                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                  268786368                       # Number of bytes of host memory used (Byte)
simInsts                                     67408771                       # Number of instructions simulated (Count)
simOps                                      116912147                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    33186                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      57557                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        321499668                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               4.769404                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.209670                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       263915793                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      167                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      209772819                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  95999                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            147003805                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         293384507                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 107                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           321438206                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.652607                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.170764                       # Number of insts issued each cycle (Count)
system.ruby.Cache_Controller.BUSY_INTR.DataArrayWriteOnFill::total      6293168                       (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.FillPipe |         409      0.01%      0.01% |     2097408     33.32%     33.33% |     2098057     33.34%     66.67% |     2097957     33.33%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.FillPipe::total      6293831                       (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.Final |         409      0.00%      0.00% |     2097408     24.99%     25.00% |     2098057     25.00%     50.00% |     4195522     50.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_INTR.Final::total      8391396                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.AllocRequest |           0      0.00%      0.00% |           0      0.00%      0.00% |         104     92.86%     92.86% |           8      7.14%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.AllocRequest::total          112                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.AllocSeqRequest |           2      0.04%      0.04% |        4726     99.96%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.AllocSeqRequest::total         4728                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.AllocPfRequest |           0      0.00%      0.00% |       17020     12.45%     12.45% |      119664     87.55%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.AllocPfRequest::total       136684                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.AllocSnoop |           3    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.AllocSnoop::total            3                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.Load |           2      0.04%      0.04% |        4726     99.96%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.Load::total         4728                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.Prefetch |           0      0.00%      0.00% |       17020     12.45%     12.45% |      119664     87.55%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.Prefetch::total       136684                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.ReadShared |           0      0.00%      0.00% |           0      0.00%      0.00% |         104     92.86%     92.86% |           8      7.14%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.ReadShared::total          112                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SnpCleanInvalid |           6    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SnpCleanInvalid::total            6                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.CompAck |           0      0.00%      0.00% |           0      0.00%      0.00% |     2097663     99.98%     99.98% |         395      0.02%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.CompAck::total      2098058                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SnpResp_I |           0      0.00%      0.00% |           0      0.00%      0.00% |         527    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SnpResp_I::total          527                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.CompData_UC |           0      0.00%      0.00% |          16      0.00%      0.00% |     2097936    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.CompData_UC::total      2097952                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.CompData_SC |         409      0.02%      0.02% |     2097197     99.98%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.CompData_SC::total      2097606                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.CompData_UD_PD |           0      0.00%      0.00% |           0      0.00%      0.00% |          24    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.CompData_UD_PD::total           24                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.CompData_SD_PD |           0      0.00%      0.00% |          24    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.CompData_SD_PD::total           24                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.CBWrData_UC |           0      0.00%      0.00% |           0      0.00%      0.00% |           0      0.00%      0.00% |     4195754    100.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.CBWrData_UC::total      4195754                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.CBWrData_UD_PD |           0      0.00%      0.00% |           0      0.00%      0.00% |         112     41.18%     41.18% |         160     58.82%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.CBWrData_UD_PD::total          272                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.CBWrData_SD_PD |           0      0.00%      0.00% |           0      0.00%      0.00% |          48    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.CBWrData_SD_PD::total           48                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SnpRespData_I_PD |           0      0.00%      0.00% |           0      0.00%      0.00% |           2    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SnpRespData_I_PD::total            2                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.CheckCacheFill |         409      0.01%      0.01% |     2097408     33.32%     33.33% |     2098057     33.34%     66.67% |     2097957     33.33%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.CheckCacheFill::total      6293831                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.TagArrayRead |     2098065      8.43%      8.43% |    10040432     40.33%     48.76% |     6464411     25.97%     74.72% |     6293482     25.28%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.TagArrayRead::total     24896390                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.TagArrayWrite |         528      0.01%      0.01% |          80      0.00%      0.01% |     4366349     67.54%     67.55% |     2097957     32.45%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.TagArrayWrite::total      6464914                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.DataArrayRead |     2097127     25.84%     25.84% |     5845941     72.04%     97.88% |      171235      2.11%    100.00% |         395      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.DataArrayRead::total      8114698                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.ReadHitPipe |           0      0.00%      0.00% |           0      0.00%      0.00% |      171235     99.77%     99.77% |         395      0.23%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.ReadHitPipe::total       171630                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.ReadMissPipe |           0      0.00%      0.00% |           0      0.00%      0.00% |     1926429     47.87%     47.87% |     2097565     52.13%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.ReadMissPipe::total      4023994                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.WriteFEPipe |           0      0.00%      0.00% |          80      0.00%      0.00% |     2098040     50.00%     50.00% |     2098016     50.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.WriteFEPipe::total      4196136                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.WriteBEPipe |           0      0.00%      0.00% |          80      0.00%      0.00% |     2097957     99.99%    100.00% |          56      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.WriteBEPipe::total      2098093                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SnpInvPipe |         528    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SnpInvPipe::total          528                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendReadShared |         410      0.01%      0.01% |     2097221     49.99%     50.00% |     2097945     50.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendReadShared::total      4195576                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendReadNoSnpDMT |           0      0.00%      0.00% |           0      0.00%      0.00% |           0      0.00%      0.00% |     2097565    100.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendReadNoSnpDMT::total      2097565                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendReadUnique |           0      0.00%      0.00% |          16     50.00%     50.00% |          16     50.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendReadUnique::total           32                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendCompAck |         409      0.01%      0.01% |     2097254     49.99%     50.00% |     2097960     50.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendCompAck::total      4195623                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendCompData |           0      0.00%      0.00% |           0      0.00%      0.00% |     2097646     99.98%     99.98% |         395      0.02%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendCompData::total      2098041                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.WaitCompAck |           0      0.00%      0.00% |           0      0.00%      0.00% |     2097663     50.00%     50.00% |     2097960     50.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.WaitCompAck::total      4195623                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendWriteBackOrWriteEvict |           0      0.00%      0.00% |          80      0.00%      0.00% |     2097960    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendWriteBackOrWriteEvict::total      2098040                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendWriteNoSnp |           0      0.00%      0.00% |           0      0.00%      0.00% |           0      0.00%      0.00% |          56    100.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendWriteNoSnp::total           56                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendWBData |           0      0.00%      0.00% |          80      0.00%      0.00% |     2097957     99.99%    100.00% |          56      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendWBData::total      2098093                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendCompDBIDResp |           0      0.00%      0.00% |           0      0.00%      0.00% |          80      0.00%      0.00% |     2097960    100.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendCompDBIDResp::total      2098040                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendEvict |           0      0.00%      0.00% |     2097157    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendEvict::total      2097157                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendCompIResp |           0      0.00%      0.00% |           0      0.00%      0.00% |     2097157    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendCompIResp::total      2097157                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendCleanUnique |           0      0.00%      0.00% |          17    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendCleanUnique::total           17                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendCompUCResp |           0      0.00%      0.00% |           0      0.00%      0.00% |          17    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendCompUCResp::total           17                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.CheckUpgrade_FromStore |           0      0.00%      0.00% |          17    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.CheckUpgrade_FromStore::total           17                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendSnpCleanInvalid |           0      0.00%      0.00% |           0      0.00%      0.00% |         527    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendSnpCleanInvalid::total          527                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendSnpCleanInvalidNoReq |           0      0.00%      0.00% |           0      0.00%      0.00% |           1    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendSnpCleanInvalidNoReq::total            1                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendSnpData |           1    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendSnpData::total            1                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendSnpIResp |         527    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendSnpIResp::total          527                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendInvSnpResp |         528    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.SendInvSnpResp::total          528                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.LoadHit |     2097127     26.40%     26.40% |     5845787     73.60%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.LoadHit::total      7942914                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.StoreHit |           0      0.00%      0.00% |         154    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.StoreHit::total          154                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.TX_Data |           2      0.00%      0.00% |         160      0.00%      0.00% |     8391206     99.99%     99.99% |         902      0.01%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.TX_Data::total      8392270                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.MaintainCoherence |           0      0.00%      0.00% |           0      0.00%      0.00% |          97      0.00%      0.00% |     2097957    100.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.MaintainCoherence::total      2098054                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.FinishCleanUnique |           0      0.00%      0.00% |           0      0.00%      0.00% |          17    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.FinishCleanUnique::total           17                       (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.Final |     2097655     12.71%     12.71% |     7943023     48.12%     60.83% |     4366349     26.45%     87.29% |     2097957     12.71%    100.00% (Unspecified)
system.ruby.Cache_Controller.BUSY_BLKD.Final::total     16504984                       (Unspecified)
system.ruby.Memory_Controller.CheckAllocTBE      2097618      0.00%      0.00% (Unspecified)
system.ruby.Memory_Controller.WriteNoSnp           56      0.00%      0.00% (Unspecified)
system.ruby.Memory_Controller.ReadNoSnp       2097562      0.00%      0.00% (Unspecified)
system.ruby.Memory_Controller.WriteData           112      0.00%      0.00% (Unspecified)
system.ruby.Memory_Controller.MemoryData      2097564      0.00%      0.00% (Unspecified)
system.ruby.Memory_Controller.MemoryAck            56      0.00%      0.00% (Unspecified)
system.ruby.Memory_Controller.Trigger_Send      2097564      0.00%      0.00% (Unspecified)
system.ruby.Memory_Controller.Trigger_SendDone      2097564      0.00%      0.00% (Unspecified)
system.ruby.Memory_Controller.Trigger_ReceiveDone           56      0.00%      0.00% (Unspecified)
system.ruby.Memory_Controller.Trigger_SendMemoryRead      2097562      0.00%      0.00% (Unspecified)
system.ruby.Memory_Controller.READY.CheckAllocTBE      2097618      0.00%      0.00% (Unspecified)
system.ruby.Memory_Controller.READY.WriteNoSnp           56      0.00%      0.00% (Unspecified)
system.ruby.Memory_Controller.READY.ReadNoSnp      2097562      0.00%      0.00% (Unspecified)
system.ruby.Memory_Controller.READY.MemoryAck           56      0.00%      0.00% (Unspecified)
system.ruby.Memory_Controller.WAITING_NET_DATA.WriteData          112      0.00%      0.00% (Unspecified)
system.ruby.Memory_Controller.WAITING_NET_DATA.Trigger_ReceiveDone           56      0.00%      0.00% (Unspecified)
system.ruby.Memory_Controller.SENDING_NET_DATA.Trigger_Send      2097564      0.00%      0.00% (Unspecified)
system.ruby.Memory_Controller.SENDING_NET_DATA.Trigger_SendDone      2097564      0.00%      0.00% (Unspecified)
system.ruby.Memory_Controller.READING_MEM.MemoryData      2097564      0.00%      0.00% (Unspecified)
system.ruby.Memory_Controller.READING_MEM.Trigger_SendMemoryRead      2097562      0.00%      0.00% (Unspecified)
system.ruby.RequestType.LD.latency_hist_seqr::bucket_size          128                       (Unspecified)
system.ruby.RequestType.LD.latency_hist_seqr::max_bucket         1279                       (Unspecified)
system.ruby.RequestType.LD.latency_hist_seqr::samples      6492718                       (Unspecified)
system.ruby.RequestType.LD.latency_hist_seqr::mean    69.644083                       (Unspecified)
system.ruby.RequestType.LD.latency_hist_seqr::gmean     6.455390                       (Unspecified)
system.ruby.RequestType.LD.latency_hist_seqr::stdev   156.593741                       (Unspecified)
system.ruby.RequestType.LD.latency_hist_seqr |     5549425     85.47%     85.47% |       55767      0.86%     86.33% |      141891      2.19%     88.52% |      611907      9.42%     97.94% |      118825      1.83%     99.77% |        5191      0.08%     99.85% |        7906      0.12%     99.97% |        1800      0.03%    100.00% |           6      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.RequestType.LD.latency_hist_seqr::total      6492718                       (Unspecified)
system.ruby.RequestType.LD.hit_latency_hist_seqr::bucket_size           64                       (Unspecified)
system.ruby.RequestType.LD.hit_latency_hist_seqr::max_bucket          639                       (Unspecified)
system.ruby.RequestType.LD.hit_latency_hist_seqr::samples      5845787                       (Unspecified)
system.ruby.RequestType.LD.hit_latency_hist_seqr::mean    29.889825                       (Unspecified)
system.ruby.RequestType.LD.hit_latency_hist_seqr::gmean     4.121453                       (Unspecified)
system.ruby.RequestType.LD.hit_latency_hist_seqr::stdev    93.325124                       (Unspecified)
system.ruby.RequestType.LD.hit_latency_hist_seqr |     5352409     91.56%     91.56% |      106532      1.82%     93.38% |       24682      0.42%     93.80% |       28726      0.49%     94.30% |       46999      0.80%     95.10% |       91165      1.56%     96.66% |      132189      2.26%     98.92% |       59006      1.01%     99.93% |        4079      0.07%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.RequestType.LD.hit_latency_hist_seqr::total      5845787                       (Unspecified)
system.ruby.RequestType.LD.miss_latency_hist_seqr::bucket_size          128                       (Unspecified)
system.ruby.RequestType.LD.miss_latency_hist_seqr::max_bucket         1279                       (Unspecified)
system.ruby.RequestType.LD.miss_latency_hist_seqr::samples       646931                       (Unspecified)
system.ruby.RequestType.LD.miss_latency_hist_seqr::mean   428.870839                       (Unspecified)
system.ruby.RequestType.LD.miss_latency_hist_seqr::gmean   372.239959                       (Unspecified)
system.ruby.RequestType.LD.miss_latency_hist_seqr::stdev   155.168528                       (Unspecified)
system.ruby.RequestType.LD.miss_latency_hist_seqr |       90484     13.99%     13.99% |        2359      0.36%     14.35% |        3727      0.58%     14.93% |      420712     65.03%     79.96% |      114746     17.74%     97.70% |        5191      0.80%     98.50% |        7906      1.22%     99.72% |        1800      0.28%    100.00% |           6      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.RequestType.LD.miss_latency_hist_seqr::total       646931                       (Unspecified)
system.ruby.RequestType.ST.latency_hist_seqr::bucket_size           64                       (Unspecified)
system.ruby.RequestType.ST.latency_hist_seqr::max_bucket          639                       (Unspecified)
system.ruby.RequestType.ST.latency_hist_seqr::samples          187                       (Unspecified)
system.ruby.RequestType.ST.latency_hist_seqr::mean    40.764706                       (Unspecified)
system.ruby.RequestType.ST.latency_hist_seqr::gmean     4.029904                       (Unspecified)
system.ruby.RequestType.ST.latency_hist_seqr::stdev   121.449659                       (Unspecified)
system.ruby.RequestType.ST.latency_hist_seqr |         171     91.44%     91.44% |           0      0.00%     91.44% |           0      0.00%     91.44% |           0      0.00%     91.44% |           0      0.00%     91.44% |           0      0.00%     91.44% |          16      8.56%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.RequestType.ST.latency_hist_seqr::total          187                       (Unspecified)
system.ruby.RequestType.ST.hit_latency_hist_seqr::bucket_size            1                       (Unspecified)
system.ruby.RequestType.ST.hit_latency_hist_seqr::max_bucket            9                       (Unspecified)
system.ruby.RequestType.ST.hit_latency_hist_seqr::samples          154                       (Unspecified)
system.ruby.RequestType.ST.hit_latency_hist_seqr::mean     2.136364                       (Unspecified)
system.ruby.RequestType.ST.hit_latency_hist_seqr::gmean     2.100802                       (Unspecified)
system.ruby.RequestType.ST.hit_latency_hist_seqr::stdev     0.472349                       (Unspecified)
system.ruby.RequestType.ST.hit_latency_hist_seqr |           0      0.00%      0.00% |           0      0.00%      0.00% |         141     91.56%     91.56% |           5      3.25%     94.81% |           8      5.19%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.RequestType.ST.hit_latency_hist_seqr::total          154                       (Unspecified)
system.ruby.RequestType.ST.miss_latency_hist_seqr::bucket_size           64                       (Unspecified)
system.ruby.RequestType.ST.miss_latency_hist_seqr::max_bucket          639                       (Unspecified)
system.ruby.RequestType.ST.miss_latency_hist_seqr::samples           33                       (Unspecified)
system.ruby.RequestType.ST.miss_latency_hist_seqr::mean   221.030303                       (Unspecified)
system.ruby.RequestType.ST.miss_latency_hist_seqr::gmean    84.244052                       (Unspecified)
system.ruby.RequestType.ST.miss_latency_hist_seqr::stdev   212.229311                       (Unspecified)
system.ruby.RequestType.ST.miss_latency_hist_seqr |          17     51.52%     51.52% |           0      0.00%     51.52% |           0      0.00%     51.52% |           0      0.00%     51.52% |           0      0.00%     51.52% |           0      0.00%     51.52% |          16     48.48%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.RequestType.ST.miss_latency_hist_seqr::total           33                       (Unspecified)
system.ruby.RequestType.IFETCH.latency_hist_seqr::bucket_size           64                       (Unspecified)
system.ruby.RequestType.IFETCH.latency_hist_seqr::max_bucket          639                       (Unspecified)
system.ruby.RequestType.IFETCH.latency_hist_seqr::samples      2097536                       (Unspecified)
system.ruby.RequestType.IFETCH.latency_hist_seqr::mean     2.031200                       (Unspecified)
system.ruby.RequestType.IFETCH.latency_hist_seqr::gmean     2.001557                       (Unspecified)
system.ruby.RequestType.IFETCH.latency_hist_seqr::stdev     2.991979                       (Unspecified)
system.ruby.RequestType.IFETCH.latency_hist_seqr |     2097198     99.98%     99.98% |         196      0.01%     99.99% |          60      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |          69      0.00%    100.00% |          13      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.RequestType.IFETCH.latency_hist_seqr::total      2097536                       (Unspecified)
system.ruby.RequestType.IFETCH.hit_latency_hist_seqr::bucket_size            1                       (Unspecified)
system.ruby.RequestType.IFETCH.hit_latency_hist_seqr::max_bucket            9                       (Unspecified)
system.ruby.RequestType.IFETCH.hit_latency_hist_seqr::samples      2097127                       (Unspecified)
system.ruby.RequestType.IFETCH.hit_latency_hist_seqr::mean            2                       (Unspecified)
system.ruby.RequestType.IFETCH.hit_latency_hist_seqr::gmean     2.000000                       (Unspecified)
system.ruby.RequestType.IFETCH.hit_latency_hist_seqr |           0      0.00%      0.00% |           0      0.00%      0.00% |     2097127    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.RequestType.IFETCH.hit_latency_hist_seqr::total      2097127                       (Unspecified)
system.ruby.RequestType.IFETCH.miss_latency_hist_seqr::bucket_size           64                       (Unspecified)
system.ruby.RequestType.IFETCH.miss_latency_hist_seqr::max_bucket          639                       (Unspecified)
system.ruby.RequestType.IFETCH.miss_latency_hist_seqr::samples          409                       (Unspecified)
system.ruby.RequestType.IFETCH.miss_latency_hist_seqr::mean   162.009780                       (Unspecified)
system.ruby.RequestType.IFETCH.miss_latency_hist_seqr::gmean   108.170252                       (Unspecified)
system.ruby.RequestType.IFETCH.miss_latency_hist_seqr::stdev   142.692611                       (Unspecified)
system.ruby.RequestType.IFETCH.miss_latency_hist_seqr |          71     17.36%     17.36% |         196     47.92%     65.28% |          60     14.67%     79.95% |           0      0.00%     79.95% |           0      0.00%     79.95% |           0      0.00%     79.95% |          69     16.87%     96.82% |          13      3.18%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.RequestType.IFETCH.miss_latency_hist_seqr::total          409                       (Unspecified)
system.ruby.clk_domain.clock                      500                       # Clock period in ticks (Tick)
