
---------- Begin Simulation Statistics ----------
simSeconds                                   0.166511                       # Number of seconds simulated (Second)
simTicks                                 166511323752                       # Number of ticks simulated (Tick)
finalTick                                166511323752                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   2021.21                       # Real time elapsed on the host (Second)
hostTickRate                                 82382070                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                  268786984                       # Number of bytes of host memory used (Byte)
simInsts                                     67408771                       # Number of instructions simulated (Count)
simOps                                      116912147                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    33351                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      57843                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        316561453                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               4.696146                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.212941                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       263772058                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      164                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      206142865                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  96349                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            146860067                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         293395156                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 104                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           316499582                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.651321                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.149110                       # Number of insts issued each cycle (Count)
system.cpu.l2.prefetcher.prefetchers1.pfHitInMSHR            0                       # number of prefetches hitting in a MSHR (Count)
system.cpu.l2.prefetcher.prefetchers1.pfHitInWB            0                       # number of prefetches hit in the Write Buffer (Count)
system.cpu.l2.prefetcher.prefetchers1.pfLate            0                       # number of late prefetches (hitting in cache, MSHR or WB) (Count)
system.cpu.l2.prefetcher.prefetchers1.pfIdentified       551282                       # number of prefetch candidates identified (Count)
system.cpu.l2.prefetcher.prefetchers1.pfBufferHit          261                       # number of redundant prefetches already in prefetch queue (Count)
system.cpu.l2.prefetcher.prefetchers1.pfInCache            0                       # number of redundant prefetches already in cache/mshr dropped (Count)
system.cpu.l2.prefetcher.prefetchers1.pfRemovedDemand       111357                       # number of prefetches dropped due to a demand for the same address (Count)
system.cpu.l2.prefetcher.prefetchers1.pfRemovedFull            0                       # number of prefetches dropped due to prefetch queue size (Count)
system.cpu.l2.prefetcher.prefetchers1.pfSpanPage            4                       # number of prefetches that crossed the page (Count)
system.cpu.l2.prefetcher.prefetchers1.pfUsefulSpanPage            1                       # number of prefetches that is useful and crossed the page (Count)
system.cpu.l2.prefetcher.prefetchers1.power_state.pwrStateResidencyTicks::UNDEFINED  31809457604                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.l2.replTriggerQueue.m_msg_count      2097954                       # Number of messages passed the buffer (Count)
system.cpu.l2.replTriggerQueue.m_buf_msgs     0.000003                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l2.replTriggerQueue.m_stall_time        82582                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l2.replTriggerQueue.m_avg_stall_time     0.039363                       # Average stall ticks per message ((Tick/Count))
system.cpu.l2.reqIn.m_msg_count               4195044                       # Number of messages passed the buffer (Count)
system.cpu.l2.reqIn.m_buf_msgs               0.100856                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l2.reqIn.m_stall_time           1110657460                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l2.reqIn.m_avg_stall_time       264.754663                       # Average stall ticks per message ((Tick/Count))
system.cpu.l2.reqOut.m_msg_count              4441543                       # Number of messages passed the buffer (Count)
system.cpu.l2.reqOut.m_buf_msgs              1.586068                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l2.reqOut.m_stall_time         48115712838                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l2.reqOut.m_avg_stall_time    10833.107512                       # Average stall ticks per message ((Tick/Count))
system.cpu.l2.reqRdy.m_msg_count              4515470                       # Number of messages passed the buffer (Count)
system.cpu.l2.reqRdy.m_buf_msgs              0.187210                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l2.reqRdy.m_stall_time          5955049036                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l2.reqRdy.m_stall_count              61587                       # Number of times messages were stalled (Count)
system.cpu.l2.reqRdy.m_avg_stall_time     1318.810453                       # Average stall ticks per message ((Tick/Count))
system.cpu.l2.retryTriggerQueue.m_msg_count       245921                       # Number of messages passed the buffer (Count)
system.cpu.l2.rspIn.m_msg_count               4687411                       # Number of messages passed the buffer (Count)
system.cpu.l2.rspIn.m_buf_msgs               0.112227                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l2.rspIn.m_stall_time           1226160224                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l2.rspIn.m_avg_stall_time       261.585814                       # Average stall ticks per message ((Tick/Count))
system.cpu.l2.rspOut.m_msg_count              4195493                       # Number of messages passed the buffer (Count)
system.cpu.l2.rspOut.m_buf_msgs              0.104020                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l2.rspOut.m_stall_time          1101985496                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l2.rspOut.m_avg_stall_time      262.659358                       # Average stall ticks per message ((Tick/Count))
system.cpu.l2.sf.streamingHnfFillBypasses            0                       # Streaming HNF cache misses that bypassed an LLC fill (Unspecified)
system.cpu.l2.sf.m_allocsByWay                      0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l2.sf.m_demand_hits                      0                       # Number of cache demand hits (Unspecified)
system.cpu.l2.sf.m_demand_misses                    0                       # Number of cache demand misses (Unspecified)
system.cpu.l2.sf.m_demand_accesses                  0                       # Number of cache demand accesses (Unspecified)
system.cpu.l2.snpOut.m_msg_count                  527                       # Number of messages passed the buffer (Count)
system.cpu.l2.snpOut.m_buf_msgs              0.000013                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l2.snpOut.m_stall_time              139900                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l2.snpOut.m_avg_stall_time      265.464896                       # Average stall ticks per message ((Tick/Count))
system.cpu.l2.triggerQueue.m_msg_count       56917838                       # Number of messages passed the buffer (Count)
system.cpu.l2.triggerQueue.m_buf_msgs        0.410335                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l2.triggerQueue.m_stall_time         82582                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l2.triggerQueue.m_stall_count      2097954                       # Number of times messages were stalled (Count)
system.cpu.l2.triggerQueue.m_avg_stall_time     0.001451                       # Average stall ticks per message ((Tick/Count))
system.cpu.lsq0.forwLoads                          69                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                     291                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                    0                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                   3                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                     65                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                    0                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                 970190                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples           16777563                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::mean            226.802637                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::stdev           301.298109                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::0-9                9017425     53.75%     53.75% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::10-19               206910      1.23%     54.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::20-29               235219      1.40%     56.38% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::30-39               220779      1.32%     57.70% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::40-49               143188      0.85%     58.55% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::50-59                78085      0.47%     59.02% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::60-69                48341      0.29%     59.31% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::70-79                29861      0.18%     59.48% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::80-89                15018      0.09%     59.57% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::90-99                 7268      0.04%     59.62% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::100-109               4717      0.03%     59.64% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::110-119               6583      0.04%     59.68% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::120-129               7380      0.04%     59.73% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::130-139               9047      0.05%     59.78% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::140-149               8395      0.05%     59.83% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::150-159               8713      0.05%     59.88% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::160-169              51329      0.31%     60.19% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::170-179             156865      0.93%     61.12% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::180-189               8782      0.05%     61.18% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::190-199               9622      0.06%     61.23% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::200-209               9849      0.06%     61.29% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::210-219              11016      0.07%     61.36% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::220-229              13385      0.08%     61.44% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::230-239              15201      0.09%     61.53% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::240-249              13870      0.08%     61.61% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::250-259             123885      0.74%     62.35% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::260-269              77665      0.46%     62.81% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::270-279               6463      0.04%     62.85% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::280-289               5274      0.03%     62.88% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::290-299               4565      0.03%     62.91% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::overflows          6222863     37.09%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::max_value             1678                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::total             16777563                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.addedLoadsAndStores          16778106                       # Number of loads and stores written to the Load Store Queue (Count)
system.cpu.lsq0.lqAvgOccupancy                   0.51                       # Average LQ Occupancy (UsedSlots/TotalSlots) (Ratio)
system.cpu.lsq0.sqAvgOccupancy                   0.00                       # Average SQ Occupancy (UsedSlots/TotalSlots) (Ratio)
system.cpu.mmu.dtb.rdAccesses                16777795                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                     250                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.exAccesses                       0                       # TLB accesses on execute (instr) requests (Count)
system.cpu.mmu.dtb.rdMisses                     32817                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                         8                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.exMisses                         0                       # TLB misses on execute (instr) requests (Count)
system.cpu.mmu.dtb.streamingAccesses                0                       # Translated accesses carrying the STREAMING request bit (Count)
system.cpu.mmu.dtb.walker.streamingTranslations            0                       # Completed page-table walks classified as STREAMING (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  31809457604                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                       0                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.exAccesses                 2097543                       # TLB accesses on execute (instr) requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                         0                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.exMisses                         0                       # TLB misses on execute (instr) requests (Count)
system.cpu.mmu.itb.streamingAccesses                0                       # Translated accesses carrying the STREAMING request bit (Count)
system.cpu.mmu.itb.walker.streamingTranslations            0                       # Completed page-table walks classified as STREAMING (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  31809457604                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON  31809457604                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.status::Running             6849701     11.33%     11.33% # Number of cycles rename is running (Cycle)
system.cpu.rename.status::Idle                3395849      5.62%     16.94% # Number of cycles rename is idle (Cycle)
system.cpu.rename.status::Squashing                54      0.00%     16.94% # Number of cycles rename is squashing (Cycle)
system.cpu.rename.status::Blocked            15867104     26.24%     43.19% # Number of cycles rename is blocking (Cycle)
system.cpu.rename.status::Unblocking         34351541     56.81%    100.00% # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts               38276677                       # Number of instructions processed by rename (Count)
system.cpu.rename.IQFullEvents                2585616                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.fullRegistersEvents        33877547                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands           129504924                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                   185084763                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                 55054030                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                       387                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps             129502369                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                     2569                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                       0                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                   0                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                   2191059                       # count of insts added to the skid buffer (Count)
system.cpu.rename.intReturned                37225857                       # count of registers freed and written back to integer free list (Count)
system.cpu.rename.fpReturned                      146                       # count of registers freed and written back to floating point free list (Count)
system.cpu.rob.reads                         95116738                       # The number of ROB reads (Count)
system.cpu.rob.writes                        76552939                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                 23594062                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   38275107                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs               16777750                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    16                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       526                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.mem_ctrls0.power_state.pwrStateResidencyTicks::UNDEFINED  31809457604                       # Cumulative time (in ticks) in various power states (Tick)
system.mem_ctrls1.bytesRead::ruby.snf.cntrl    134243776                       # Number of bytes read from this memory (Byte)
system.mem_ctrls1.bytesRead::total          134243776                       # Number of bytes read from this memory (Byte)
system.mem_ctrls1.bytesWritten::ruby.snf.cntrl         3584                       # Number of bytes written to this memory (Byte)
system.mem_ctrls1.bytesWritten::total            3584                       # Number of bytes written to this memory (Byte)
system.mem_ctrls1.numReads::ruby.snf.cntrl      2097559                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls1.numReads::total             2097559                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls1.numWrites::ruby.snf.cntrl           56                       # Number of write requests responded to by this memory (Count)
system.mem_ctrls1.numWrites::total                 56                       # Number of write requests responded to by this memory (Count)
system.mem_ctrls1.bwRead::ruby.snf.cntrl   4220247669                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls1.bwRead::total            4220247669                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls1.bwWrite::ruby.snf.cntrl       112671                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrls1.bwWrite::total               112671                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrls1.bwTotal::ruby.snf.cntrl   4220360340                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls1.bwTotal::total           4220360340                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls1.power_state.pwrStateResidencyTicks::UNDEFINED  31809457604                       # Cumulative time (in ticks) in various power states (Tick)
system.ruby.m_outstandReqHistSeqr::bucket_size            4                       (Unspecified)
system.ruby.m_outstandReqHistSeqr::max_bucket           39                       (Unspecified)
system.ruby.m_outstandReqHistSeqr::samples     10782260                       (Unspecified)
system.ruby.m_outstandReqHistSeqr::mean      9.787710                       (Unspecified)
system.ruby.m_outstandReqHistSeqr::gmean     4.415413                       (Unspecified)
system.ruby.m_outstandReqHistSeqr::stdev    11.233935                       (Unspecified)
system.ruby.m_outstandReqHistSeqr        |     5700215     52.87%     52.87% |     1317569     12.22%     65.09% |      388424      3.60%     68.69% |      203724      1.89%     70.58% |      350728      3.25%     73.83% |      309774      2.87%     76.70% |     1062115      9.85%     86.55% |     1065391      9.88%     96.44% |      384320      3.56%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.m_outstandReqHistSeqr::total     10782260                       (Unspecified)
system.ruby.m_latencyHistSeqr::bucket_size          128                       (Unspecified)
system.ruby.m_latencyHistSeqr::max_bucket         1279                       (Unspecified)
system.ruby.m_latencyHistSeqr::samples       10782272                       (Unspecified)
system.ruby.m_latencyHistSeqr::mean         25.161580                       (Unspecified)
system.ruby.m_latencyHistSeqr::gmean         2.794354                       (Unspecified)
system.ruby.m_latencyHistSeqr::stdev       104.201489                       (Unspecified)
system.ruby.m_latencyHistSeqr            |    10251389     95.08%     95.08% |       99220      0.92%     96.00% |       28700      0.27%     96.26% |      213756      1.98%     98.25% |      106527      0.99%     99.23% |       82437      0.76%    100.00% |         236      0.00%    100.00% |           5      0.00%    100.00% |           2      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.m_latencyHistSeqr::total         10782272                       (Unspecified)
system.ruby.m_hitLatencyHistSeqr::bucket_size          128                       (Unspecified)
system.ruby.m_hitLatencyHistSeqr::max_bucket         1279                       (Unspecified)
system.ruby.m_hitLatencyHistSeqr::samples     10506611                       (Unspecified)
system.ruby.m_hitLatencyHistSeqr::mean      14.755574                       (Unspecified)
system.ruby.m_hitLatencyHistSeqr::gmean      2.460756                       (Unspecified)
system.ruby.m_hitLatencyHistSeqr::stdev     77.529233                       (Unspecified)
system.ruby.m_hitLatencyHistSeqr         |    10221085     97.28%     97.28% |       84163      0.80%     98.08% |        8383      0.08%     98.16% |       67447      0.64%     98.81% |       78093      0.74%     99.55% |       47420      0.45%    100.00% |          18      0.00%    100.00% |           2      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.m_hitLatencyHistSeqr::total      10506611                       (Unspecified)
system.ruby.m_missLatencyHistSeqr::bucket_size          128                       (Unspecified)
system.ruby.m_missLatencyHistSeqr::max_bucket         1279                       (Unspecified)
system.ruby.m_missLatencyHistSeqr::samples       275661                       (Unspecified)
system.ruby.m_missLatencyHistSeqr::mean    421.778612                       (Unspecified)
system.ruby.m_missLatencyHistSeqr::gmean   355.369572                       (Unspecified)
system.ruby.m_missLatencyHistSeqr::stdev   184.856568                       (Unspecified)
system.ruby.m_missLatencyHistSeqr        |       30304     10.99%     10.99% |       15057      5.46%     16.46% |       20317      7.37%     23.83% |      146309     53.08%     76.90% |       28434     10.31%     87.22% |       35017     12.70%     99.92% |         218      0.08%    100.00% |           3      0.00%    100.00% |           2      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.m_missLatencyHistSeqr::total       275661                       (Unspecified)
system.ruby.Cache_Controller.AllocRequest |           0      0.00%      0.00% |           0      0.00%      0.00% |     4194901     49.99%     49.99% |     4195903     50.01%    100.00% (Unspecified)
system.ruby.Cache_Controller.AllocRequest::total      8390804                       (Unspecified)
system.ruby.Cache_Controller.AllocRequestWithCredit |           0      0.00%      0.00% |           0      0.00%      0.00% |         143      0.06%      0.06% |      245635     99.94%    100.00% (Unspecified)
system.ruby.Cache_Controller.AllocRequestWithCredit::total       245778                       (Unspecified)
system.ruby.Cache_Controller.AllocSeqRequest |     2097535     19.45%     19.45% |     8684738     80.55%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.AllocSeqRequest::total     10782273                       (Unspecified)
system.ruby.Cache_Controller.AllocPfRequest |           0      0.00%      0.00% |     7038061     95.64%     95.64% |      320569      4.36%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.AllocPfRequest::total      7358630                       (Unspecified)
system.ruby.Cache_Controller.AllocSnoop  |         527    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.AllocSnoop::total          527                       (Unspecified)
system.ruby.Cache_Controller.Load        |     2097541     18.62%     18.62% |     9169682     81.38%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.Load::total     11267223                       (Unspecified)
system.ruby.Cache_Controller.Store       |           0      0.00%      0.00% |         187    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.Store::total          187                       (Unspecified)
system.ruby.Cache_Controller.Prefetch    |           0      0.00%      0.00% |     7233456     95.05%     95.05% |      376479      4.95%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.Prefetch::total      7609935                       (Unspecified)
system.ruby.Cache_Controller.ReadShared  |           0      0.00%      0.00% |           0      0.00%      0.00% |     2103308     50.06%     50.06% |     2097939     49.94%    100.00% (Unspecified)
system.ruby.Cache_Controller.ReadShared::total      4201247                       (Unspecified)
system.ruby.Cache_Controller.ReadUnique  |           0      0.00%      0.00% |           0      0.00%      0.00% |          16    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.ReadUnique::total           16                       (Unspecified)
system.ruby.Cache_Controller.ReadUnique_PoC |           0      0.00%      0.00% |           0      0.00%      0.00% |           0      0.00%      0.00% |          16    100.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.ReadUnique_PoC::total           16                       (Unspecified)
system.ruby.Cache_Controller.CleanUnique |           0      0.00%      0.00% |           0      0.00%      0.00% |          17    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.CleanUnique::total           17                       (Unspecified)
system.ruby.Cache_Controller.Evict       |           0      0.00%      0.00% |           0      0.00%      0.00% |     2097157    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.Evict::total      2097157                       (Unspecified)
system.ruby.Cache_Controller.WriteBackFull |           0      0.00%      0.00% |           0      0.00%      0.00% |          80     50.00%     50.00% |          80     50.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.WriteBackFull::total          160                       (Unspecified)
system.ruby.Cache_Controller.WriteEvictFull |           0      0.00%      0.00% |           0      0.00%      0.00% |           0      0.00%      0.00% |     2097872    100.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.WriteEvictFull::total      2097872                       (Unspecified)
system.ruby.Cache_Controller.SnpCleanInvalid |         529    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SnpCleanInvalid::total          529                       (Unspecified)
system.ruby.Cache_Controller.CompAck     |           0      0.00%      0.00% |           0      0.00%      0.00% |     2097663     50.00%     50.00% |     2097954     50.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.CompAck::total      4195617                       (Unspecified)
system.ruby.Cache_Controller.Comp_I      |           0      0.00%      0.00% |     2097156    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.Comp_I::total      2097156                       (Unspecified)
system.ruby.Cache_Controller.Comp_UC     |           0      0.00%      0.00% |          17    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.Comp_UC::total           17                       (Unspecified)
system.ruby.Cache_Controller.CompDBIDResp |           0      0.00%      0.00% |          80      0.00%      0.00% |     2097952     99.99%    100.00% |          56      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.CompDBIDResp::total      2098088                       (Unspecified)
system.ruby.Cache_Controller.SnpResp_I   |           0      0.00%      0.00% |           0      0.00%      0.00% |         526    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SnpResp_I::total          526                       (Unspecified)
system.ruby.Cache_Controller.RetryAck    |           0      0.00%      0.00% |         143      0.06%      0.06% |      245635     99.94%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.RetryAck::total       245778                       (Unspecified)
system.ruby.Cache_Controller.PCrdGrant   |           0      0.00%      0.00% |         143      0.06%      0.06% |      245635     99.94%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.PCrdGrant::total       245778                       (Unspecified)
system.ruby.Cache_Controller.CompData_UC |           0      0.00%      0.00% |          32      0.00%      0.00% |     4195860    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.CompData_UC::total      4195892                       (Unspecified)
system.ruby.Cache_Controller.CompData_SC |         818      0.02%      0.02% |     4194394     99.98%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.CompData_SC::total      4195212                       (Unspecified)
system.ruby.Cache_Controller.CompData_UD_PD |           0      0.00%      0.00% |           0      0.00%      0.00% |          48    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.CompData_UD_PD::total           48                       (Unspecified)
